index,relative_path,category,extension,size_bytes,estimated_records,parse_status,sensitive_keys,observed_keys,sha256
171,public\ocr\books\class7-english\pages\page-050.json,TEXTBOOK_OCR,.json,27098,1,OK,,aiReady|aiReadyLines|aiReadyText|bbox|bookId|cleanText|confidence|height|id|image|lineNumber|lines|pageNumber|rawText|source|text|width|x|y,6dfbb3a5afe7dae8a65d7dd3468dde6624e1077fcb0fd92f06af626af407703d
172,public\ocr\books\class7-english\pages\page-051.json,TEXTBOOK_OCR,.json,21200,1,OK,,aiReady|aiReadyLines|aiReadyText|bbox|bookId|cleanText|confidence|height|id|image|lineNumber|lines|pageNumber|rawText|source|text|width|x|y,d307ff8e96e7f656528d5a734d08d563ad72b861dc5c1fd46d44858746076c35
173,public\ocr\books\class7-english\pages\page-052.json,TEXTBOOK_OCR,.json,28459,1,OK,,aiReady|aiReadyLines|aiReadyText|bbox|bookId|cleanText|confidence|height|id|image|lineNumber|lines|pageNumber|rawText|source|text|width|x|y,7ddee040437dbc24e9ea145f0e1fc5acde473c95b88faaaa3c1c0946cdc7b049
174,public\ocr\books\class7-english\pages\page-053.json,TEXTBOOK_OCR,.json,7188,1,OK,,aiReady|aiReadyLines|aiReadyText|bbox|bookId|cleanText|confidence|height|id|image|lineNumber|lines|pageNumber|rawText|source|text|width|x|y,687bd8dd9ff553c107b38b8a33708aed293f566146e12d79a20a05f287fe3ed6
175,public\ocr\books\class7-english\pages\page-054.json,TEXTBOOK_OCR,.json,25287,1,OK,,aiReady|aiReadyLines|aiReadyText|bbox|bookId|cleanText|confidence|height|id|image|lineNumber|lines|pageNumber|rawText|source|text|width|x|y,bcd700c27a02fc2aaafb63b8b58d083d87cc29ba98c2567a3281b7acf639f7aa
176,public\ocr\books\class7-english\pages\page-055.json,TEXTBOOK_OCR,.json,17922,1,OK,,aiReady|aiReadyLines|aiReadyText|bbox|bookId|cleanText|confidence|height|id|image|lineNumber|lines|pageNumber|rawText|source|text|width|x|y,c72a8a739fac9db0d2ef9747c9db6e5bf161d9c83867ad8b0eb9fd937edfbeb4
177,public\ocr\books\class7-english\pages\page-056.json,TEXTBOOK_OCR,.json,26578,1,OK,,aiReady|aiReadyLines|aiReadyText|bbox|bookId|cleanText|confidence|height|id|image|lineNumber|lines|pageNumber|rawText|source|text|width|x|y,7abe823f8d70c118c3870500f5e808a0765b5f68debb0e247f77e146bf11d628
178,public\ocr\books\class7-english\pages\page-057.json,TEXTBOOK_OCR,.json,25908,1,OK,,aiReady|aiReadyLines|aiReadyText|bbox|bookId|cleanText|confidence|height|id|image|lineNumber|lines|pageNumber|rawText|source|text|width|x|y,2707e5205f9d29871127a02c92e6b7030442fd16f60712d26da657f553327e65
179,public\ocr\books\class7-english\pages\page-058.json,TEXTBOOK_OCR,.json,18645,1,OK,,aiReady|aiReadyLines|aiReadyText|bbox|bookId|cleanText|confidence|height|id|image|lineNumber|lines|pageNumber|rawText|source|text|width|x|y,b9105bae0b5a991c9ccea420686fc576a759ee2b6d213441ad109ace4ee447d4
180,public\ocr\books\class7-english\pages\page-059.json,TEXTBOOK_OCR,.json,23773,1,OK,,aiReady|aiReadyLines|aiReadyText|bbox|bookId|cleanText|confidence|height|id|image|lineNumber|lines|pageNumber|rawText|source|text|width|x|y,5e4a171dc51e0528756061bf6314f10d2adf7864f439203d6ec327f393747b3f
181,public\ocr\books\class7-english\pages\page-060.json,TEXTBOOK_OCR,.json,6437,1,OK,,aiReady|aiReadyLines|aiReadyText|bbox|bookId|cleanText|confidence|height|id|image|lineNumber|lines|pageNumber|rawText|source|text|width|x|y,5f442ffb2a4cf11dc0efacd98afe619b94437d043711e342f26f7fdb89974509
182,public\ocr\books\class7-english\pages\page-061.json,TEXTBOOK_OCR,.json,20894,1,OK,,aiReady|aiReadyLines|aiReadyText|bbox|bookId|cleanText|confidence|height|id|image|lineNumber|lines|pageNumber|rawText|source|text|width|x|y,c8fefadccdbb9f0e2e86e95bae3f33192b3af051aeca4204f317183a396f20dc
183,public\ocr\books\class7-english\pages\page-062.json,TEXTBOOK_OCR,.json,19766,1,OK,,aiReady|aiReadyLines|aiReadyText|bbox|bookId|cleanText|confidence|height|id|image|lineNumber|lines|pageNumber|rawText|source|text|width|x|y,68f3ee7de033f6086b0621242fcabaa96befc6da40b4d21f8d76e50f81b26e52
184,public\ocr\books\class7-english\pages\page-063.json,TEXTBOOK_OCR,.json,17437,1,OK,,aiReady|aiReadyLines|aiReadyText|bbox|bookId|cleanText|confidence|height|id|image|lineNumber|lines|pageNumber|rawText|source|text|width|x|y,0cc0f90decb17e687a220140cbb1f1677414d03d2fc17bb55bddc9b8b0f28516
185,public\ocr\books\class7-english\pages\page-064.json,TEXTBOOK_OCR,.json,23977,1,OK,,aiReady|aiReadyLines|aiReadyText|bbox|bookId|cleanText|confidence|height|id|image|lineNumber|lines|pageNumber|rawText|source|text|width|x|y,8a9d2139f133e460bcaa0c027b06fd52d223151de609afc70186bc7ec0ba92f9
186,public\ocr\books\class7-english\pages\page-065.json,TEXTBOOK_OCR,.json,17646,1,OK,,aiReady|aiReadyLines|aiReadyText|bbox|bookId|cleanText|confidence|height|id|image|lineNumber|lines|pageNumber|rawText|source|text|width|x|y,fb283775419a97b4ead4803704088e88282d3260b9f098985110ac53521059f1
187,public\ocr\books\class7-english\pages\page-066.json,TEXTBOOK_OCR,.json,21288,1,OK,,aiReady|aiReadyLines|aiReadyText|bbox|bookId|cleanText|confidence|height|id|image|lineNumber|lines|pageNumber|rawText|source|text|width|x|y,338fc71471fe02c31a320630a86be4539970e2b3a80c83efece28aa56ff49323
188,public\ocr\books\class7-english\pages\page-067.json,TEXTBOOK_OCR,.json,26173,1,OK,,aiReady|aiReadyLines|aiReadyText|bbox|bookId|cleanText|confidence|height|id|image|lineNumber|lines|pageNumber|rawText|source|text|width|x|y,221cee53d9e8464564928ee1a4cafcb8964c2d8dfec865e94eee9be118256466
189,public\ocr\books\class7-english\pages\page-068.json,TEXTBOOK_OCR,.json,26605,1,OK,,aiReady|aiReadyLines|aiReadyText|bbox|bookId|cleanText|confidence|height|id|image|lineNumber|lines|pageNumber|rawText|source|text|width|x|y,d71cafcda95e569b630c55cccc7ca159aa9c1684707c6d5d32d77123cbb942a6
190,public\ocr\books\class7-english\pages\page-069.json,TEXTBOOK_OCR,.json,25246,1,OK,,aiReady|aiReadyLines|aiReadyText|bbox|bookId|cleanText|confidence|height|id|image|lineNumber|lines|pageNumber|rawText|source|text|width|x|y,5ca3053e8356bc1cfdbe54cf35765a64d63eb0d7d53692c5df7955983afe176e
191,public\ocr\books\class7-english\pages\page-070.json,TEXTBOOK_OCR,.json,17349,1,OK,,aiReady|aiReadyLines|aiReadyText|bbox|bookId|cleanText|confidence|height|id|image|lineNumber|lines|pageNumber|rawText|source|text|width|x|y,05551bbe8f232b40760168cd20f6257f815c4dcc37bf837c94126a73b86a4b29
192,public\ocr\books\class7-english\pages\page-071.json,TEXTBOOK_OCR,.json,18254,1,OK,,aiReady|aiReadyLines|aiReadyText|bbox|bookId|cleanText|confidence|height|id|image|lineNumber|lines|pageNumber|rawText|source|text|width|x|y,0385f41c5a564a7c6a8536694f05efc553076c89972826b3fec7c2033cd47735
193,public\ocr\books\class7-english\pages\page-072.json,TEXTBOOK_OCR,.json,23316,1,OK,,aiReady|aiReadyLines|aiReadyText|bbox|bookId|cleanText|confidence|height|id|image|lineNumber|lines|pageNumber|rawText|source|text|width|x|y,101d6548499bdf18eb9270ec8997c58e90a911cec549c151c58a5469d516cfd3
194,public\ocr\books\class7-english\pages\page-073.json,TEXTBOOK_OCR,.json,22875,1,OK,,aiReady|aiReadyLines|aiReadyText|bbox|bookId|cleanText|confidence|height|id|image|lineNumber|lines|pageNumber|rawText|source|text|width|x|y,95e823949c68a3320dcbee981f10ccce7aedc232cbab324b6bfb13000307b165
195,public\ocr\books\class7-english\pages\page-074.json,TEXTBOOK_OCR,.json,10883,1,OK,,aiReady|aiReadyLines|aiReadyText|bbox|bookId|cleanText|confidence|height|id|image|lineNumber|lines|pageNumber|rawText|source|text|width|x|y,624ccb12cfb4f5dac77a1f85f21671f5e30fd22e8a62171bc7424393e80afc6d
196,public\ocr\books\class7-english\pages\page-075.json,TEXTBOOK_OCR,.json,23407,1,OK,,aiReady|aiReadyLines|aiReadyText|bbox|bookId|cleanText|confidence|height|id|image|lineNumber|lines|pageNumber|rawText|source|text|width|x|y,7a0dafebe62f007c18f0b124dbbc6ea98f902f1c69c0ea1c77745afbfb52ce39
197,public\ocr\books\class7-english\pages\page-076.json,TEXTBOOK_OCR,.json,13626,1,OK,,aiReady|aiReadyLines|aiReadyText|bbox|bookId|cleanText|confidence|height|id|image|lineNumber|lines|pageNumber|rawText|source|text|width|x|y,acac78b78f3a26a881b8405ab9512cb7a0128de4de23aabc86105208ed02dae8
198,public\ocr\books\class7-english\pages\page-077.json,TEXTBOOK_OCR,.json,7974,1,OK,,aiReady|aiReadyLines|aiReadyText|bbox|bookId|cleanText|confidence|height|id|image|lineNumber|lines|pageNumber|rawText|source|text|width|x|y,6d948367216d0845e5d2a64f709bcab48d8f2f80683d678d3709271653ffac14
199,public\ocr\books\class7-english\pages\page-078.json,TEXTBOOK_OCR,.json,12577,1,OK,,aiReady|aiReadyLines|aiReadyText|bbox|bookId|cleanText|confidence|height|id|image|lineNumber|lines|pageNumber|rawText|source|text|width|x|y,1a59550dc978a8a30d0c70f1801f5093d9629ac48306fab6fb34c96e40e6093b
200,public\ocr\books\class7-english\pages\page-079.json,TEXTBOOK_OCR,.json,19575,1,OK,,aiReady|aiReadyLines|aiReadyText|bbox|bookId|cleanText|confidence|height|id|image|lineNumber|lines|pageNumber|rawText|source|text|width|x|y,aad3efdab83d3a6f471de43493cbf135d44325299d10a738dfa142deea3718f5
201,public\ocr\books\class7-english\pages\page-080.json,TEXTBOOK_OCR,.json,18383,1,OK,,aiReady|aiReadyLines|aiReadyText|bbox|bookId|cleanText|confidence|height|id|image|lineNumber|lines|pageNumber|rawText|source|text|width|x|y,d84b7e09443c3faa9c48e830f876004424e763c358fcc13e409023aa057fe89d
202,public\ocr\books\class7-english\pages\page-081.json,TEXTBOOK_OCR,.json,22765,1,OK,,aiReady|aiReadyLines|aiReadyText|bbox|bookId|cleanText|confidence|height|id|image|lineNumber|lines|pageNumber|rawText|source|text|width|x|y,b8ccdf4f2337e96119bca352cc285340c6410cedbe0281453f067f4ccec9a683
203,public\ocr\books\class7-english\pages\page-082.json,TEXTBOOK_OCR,.json,26658,1,OK,,aiReady|aiReadyLines|aiReadyText|bbox|bookId|cleanText|confidence|height|id|image|lineNumber|lines|pageNumber|rawText|source|text|width|x|y,9880514b0ea9f84e36b74b995522994f4dad52272214c74fdbf9e3f2995597ec
204,public\ocr\books\class7-english\pages\page-083.json,TEXTBOOK_OCR,.json,14922,1,OK,,aiReady|aiReadyLines|aiReadyText|bbox|bookId|cleanText|confidence|height|id|image|lineNumber|lines|pageNumber|rawText|source|text|width|x|y,8342369d6c116d3b64feccc0bfa1d4580b4a0d15e0307558ae861ce259c798db
205,public\ocr\books\class7-english\pages\page-084.json,TEXTBOOK_OCR,.json,20679,1,OK,,aiReady|aiReadyLines|aiReadyText|bbox|bookId|cleanText|confidence|height|id|image|lineNumber|lines|pageNumber|rawText|source|text|width|x|y,d0513fed38320af262fb28c3e0445a496372f20f176c4ef5ff3ba2b645c77d6c
206,public\ocr\books\class7-english\pages\page-085.json,TEXTBOOK_OCR,.json,13955,1,OK,,aiReady|aiReadyLines|aiReadyText|bbox|bookId|cleanText|confidence|height|id|image|lineNumber|lines|pageNumber|rawText|source|text|width|x|y,3381a252ef6b698dd960ab3307530e7baa03e2364933282bcd892880e3cece61
207,public\ocr\books\class7-english\pages\page-086.json,TEXTBOOK_OCR,.json,26354,1,OK,,aiReady|aiReadyLines|aiReadyText|bbox|bookId|cleanText|confidence|height|id|image|lineNumber|lines|pageNumber|rawText|source|text|width|x|y,b6a74e868f8003b54d2fa81047960d6b7e25e6e0c389af49d6c2f692354acb59
208,public\ocr\books\class7-english\pages\page-087.json,TEXTBOOK_OCR,.json,19462,1,OK,,aiReady|aiReadyLines|aiReadyText|bbox|bookId|cleanText|confidence|height|id|image|lineNumber|lines|pageNumber|rawText|source|text|width|x|y,7580a9124061434d180c2075c625f354716faa25f5c83436fe44e96d7fd0a973
209,public\ocr\books\class7-english\pages\page-088.json,TEXTBOOK_OCR,.json,27905,1,OK,,aiReady|aiReadyLines|aiReadyText|bbox|bookId|cleanText|confidence|height|id|image|lineNumber|lines|pageNumber|rawText|source|text|width|x|y,17b5ef1cd221db2e784cf287ca538a76fcc872658bbdce5094cd44a5a837b083
210,public\ocr\books\class7-english\pages\page-089.json,TEXTBOOK_OCR,.json,20924,1,OK,,aiReady|aiReadyLines|aiReadyText|bbox|bookId|cleanText|confidence|height|id|image|lineNumber|lines|pageNumber|rawText|source|text|width|x|y,5189b537a52daf092afcd52668b9cc9428f670ea3266e612150766548e49e1df
211,public\ocr\books\class7-english\pages\page-090.json,TEXTBOOK_OCR,.json,26768,1,OK,,aiReady|aiReadyLines|aiReadyText|bbox|bookId|cleanText|confidence|height|id|image|lineNumber|lines|pageNumber|rawText|source|text|width|x|y,022fe6ed692eba64cb9da4b486b747da54b740680a68f845ced692027ef726f1
212,public\ocr\books\class7-english\pages\page-091.json,TEXTBOOK_OCR,.json,7430,1,OK,,aiReady|aiReadyLines|aiReadyText|bbox|bookId|cleanText|confidence|height|id|image|lineNumber|lines|pageNumber|rawText|source|text|width|x|y,f7fd09a43e5fe661f24bfc5f9a1daf6c25c6f733ec838e51ba46c2e12506a4f6
213,public\ocr\books\class7-english\pages\page-092.json,TEXTBOOK_OCR,.json,28413,1,OK,,aiReady|aiReadyLines|aiReadyText|bbox|bookId|cleanText|confidence|height|id|image|lineNumber|lines|pageNumber|rawText|source|text|width|x|y,cb220e695089161186d56dd6c074fcc44b62449a0782a15ec5963ca99fd5e730
214,public\ocr\books\class7-english\pages\page-093.json,TEXTBOOK_OCR,.json,28514,1,OK,,aiReady|aiReadyLines|aiReadyText|bbox|bookId|cleanText|confidence|height|id|image|lineNumber|lines|pageNumber|rawText|source|text|width|x|y,54eed76e0b62f82f162260986b9074faa050868806f2188bfac5db2e7d0c3f98
215,public\ocr\books\class7-english\pages\page-094.json,TEXTBOOK_OCR,.json,24057,1,OK,,aiReady|aiReadyLines|aiReadyText|bbox|bookId|cleanText|confidence|height|id|image|lineNumber|lines|pageNumber|rawText|source|text|width|x|y,03685f439d436d93078eb5cb2fa17858d6ef8d526750b26d2ca59f393cf7ae5f
216,public\ocr\books\class7-english\pages\page-095.json,TEXTBOOK_OCR,.json,9055,1,OK,,aiReady|aiReadyLines|aiReadyText|bbox|bookId|cleanText|confidence|height|id|image|lineNumber|lines|pageNumber|rawText|source|text|width|x|y,64176ceb832836015ad2e2e6ccf6c36b2cee244bd7c7460bba749510f73a6abd
217,public\ocr\books\class7-english\pages\page-096.json,TEXTBOOK_OCR,.json,32879,1,OK,,aiReady|aiReadyLines|aiReadyText|bbox|bookId|cleanText|confidence|height|id|image|lineNumber|lines|pageNumber|rawText|source|text|width|x|y,244d0a79876a69df95b80667e30b7d309e5820bd99245be8acdc51136ba6c1d1
218,public\ocr\books\class7-english\pages\page-097.json,TEXTBOOK_OCR,.json,19755,1,OK,,aiReady|aiReadyLines|aiReadyText|bbox|bookId|cleanText|confidence|height|id|image|lineNumber|lines|pageNumber|rawText|source|text|width|x|y,faba460e0c8ece1edc56c16609279b0826984c3558f13f4a95b32eefd5c082ac
219,public\ocr\books\class7-english\pages\page-098.json,TEXTBOOK_OCR,.json,31059,1,OK,,aiReady|aiReadyLines|aiReadyText|bbox|bookId|cleanText|confidence|height|id|image|lineNumber|lines|pageNumber|rawText|source|text|width|x|y,3f5c66e8ccc94fde8659613eb6626c7664b180154c3ba81af1c23fdbc749e7cd
220,public\ocr\books\class7-english\pages\page-099.json,TEXTBOOK_OCR,.json,30485,1,OK,,aiReady|aiReadyLines|aiReadyText|bbox|bookId|cleanText|confidence|height|id|image|lineNumber|lines|pageNumber|rawText|source|text|width|x|y,bc8aa8522a51d90ef25bcd277e24850039bf87e8d4b1662f36379e826144d86f
221,public\ocr\books\class7-english\pages\page-100.json,TEXTBOOK_OCR,.json,20471,1,OK,,aiReady|aiReadyLines|aiReadyText|bbox|bookId|cleanText|confidence|height|id|image|lineNumber|lines|pageNumber|rawText|source|text|width|x|y,524a6b2b63dba8265cde80a0b797ea3bf5462251410c918280bd711e7e751875
222,public\ocr\books\class7-english\pages\page-101.json,TEXTBOOK_OCR,.json,10721,1,OK,,aiReady|aiReadyLines|aiReadyText|bbox|bookId|cleanText|confidence|height|id|image|lineNumber|lines|pageNumber|rawText|source|text|width|x|y,2a69a08cbb98a5520eaef40c71f30ab5903cde83c80fd991a722d7c8f86e829a
223,public\ocr\books\class7-english\pages\page-102.json,TEXTBOOK_OCR,.json,4270,1,OK,,aiReady|aiReadyLines|aiReadyText|bbox|bookId|cleanText|confidence|height|id|image|lineNumber|lines|pageNumber|rawText|source|text|width|x|y,d9a074ab0efe8c9134471ae7c76242183c60f97323f7491fb4e1ccd5c89f02a5
224,public\ocr\books\class7-english\pages\page-103.json,TEXTBOOK_OCR,.json,6705,1,OK,,aiReady|aiReadyLines|aiReadyText|bbox|bookId|cleanText|confidence|height|id|image|lineNumber|lines|pageNumber|rawText|source|text|width|x|y,147e185484b0ebbba92cd2339a6ae9ba0dc00dd4aeb5ebfd9df6e402be465946
225,public\ocr\books\class7-english\pages\page-104.json,TEXTBOOK_OCR,.json,26480,1,OK,,aiReady|aiReadyLines|aiReadyText|bbox|bookId|cleanText|confidence|height|id|image|lineNumber|lines|pageNumber|rawText|source|text|width|x|y,977651f93656f05826181737d5204cce57b4d6d6f87d6036f52ed219d66b4018
226,public\ocr\books\class7-english\pages\page-105.json,TEXTBOOK_OCR,.json,19092,1,OK,,aiReady|aiReadyLines|aiReadyText|bbox|bookId|cleanText|confidence|height|id|image|lineNumber|lines|pageNumber|rawText|source|text|width|x|y,9b35d0324c56bd6056d23edf79e4ce82750a3243079d94fbbce4ad74723b7f4a
227,public\ocr\books\class7-english\pages\page-106.json,TEXTBOOK_OCR,.json,8812,1,OK,,aiReady|aiReadyLines|aiReadyText|bbox|bookId|cleanText|confidence|height|id|image|lineNumber|lines|pageNumber|rawText|source|text|width|x|y,d9ecb7d77c1040b1fc382737307f3f7ff9c2e8409649a86bcc7ecdf587ea3d13
228,public\ocr\books\class7-english\pages\page-107.json,TEXTBOOK_OCR,.json,25026,1,OK,,aiReady|aiReadyLines|aiReadyText|bbox|bookId|cleanText|confidence|height|id|image|lineNumber|lines|pageNumber|rawText|source|text|width|x|y,8935f0b58e820fe1f487e0af5bf794ab006ed870e750ee10748dc3a8b95fb28a
229,public\ocr\books\class7-english\pages\page-108.json,TEXTBOOK_OCR,.json,19431,1,OK,,aiReady|aiReadyLines|aiReadyText|bbox|bookId|cleanText|confidence|height|id|image|lineNumber|lines|pageNumber|rawText|source|text|width|x|y,f2536650bbbc7d556d06fcc13c02c676e81be36406561bd246acf3c602d9b4b9
230,public\ocr\books\class7-english\pages\page-109.json,TEXTBOOK_OCR,.json,7164,1,OK,,aiReady|aiReadyLines|aiReadyText|bbox|bookId|cleanText|confidence|height|id|image|lineNumber|lines|pageNumber|rawText|source|text|width|x|y,29475271fe12f7f1b5aabfefd682ecea552644c93c85a127fa46a44f6db22c69
231,public\ocr\books\class7-english\pages\page-110.json,TEXTBOOK_OCR,.json,24672,1,OK,,aiReady|aiReadyLines|aiReadyText|bbox|bookId|cleanText|confidence|height|id|image|lineNumber|lines|pageNumber|rawText|source|text|width|x|y,1dfd5bbfef732acf61521b0c825b27568f3e06e1b72d18080459bd5eb20770cb
232,public\ocr\books\class7-english\pages\page-111.json,TEXTBOOK_OCR,.json,20999,1,OK,,aiReady|aiReadyLines|aiReadyText|bbox|bookId|cleanText|confidence|height|id|image|lineNumber|lines|pageNumber|rawText|source|text|width|x|y,e891751b7c5fd48d59d5f7bbe7ad9a536e5f7a84e611931629aac74591aac359
233,public\ocr\books\class7-english\pages\page-112.json,TEXTBOOK_OCR,.json,20648,1,OK,,aiReady|aiReadyLines|aiReadyText|bbox|bookId|cleanText|confidence|height|id|image|lineNumber|lines|pageNumber|rawText|source|text|width|x|y,cc9f5f3c86690a1e9c36228aa18e548db76d27f2ec40a58159e4d983369e915e
234,public\ocr\books\class7-english\pages\page-113.json,TEXTBOOK_OCR,.json,32870,1,OK,,aiReady|aiReadyLines|aiReadyText|bbox|bookId|cleanText|confidence|height|id|image|lineNumber|lines|pageNumber|rawText|source|text|width|x|y,908a3ac6e58cde4ed43a31c891ca8f87e02d920cdd6d996db7bbacfc35a0078c
235,public\ocr\books\class7-english\pages\page-114.json,TEXTBOOK_OCR,.json,19874,1,OK,,aiReady|aiReadyLines|aiReadyText|bbox|bookId|cleanText|confidence|height|id|image|lineNumber|lines|pageNumber|rawText|source|text|width|x|y,c21ff3b9f067823eaf4496005eb5e6f2782a068549ed365a1796234d1d389295
236,public\ocr\books\class7-english\pages\page-115.json,TEXTBOOK_OCR,.json,27993,1,OK,,aiReady|aiReadyLines|aiReadyText|bbox|bookId|cleanText|confidence|height|id|image|lineNumber|lines|pageNumber|rawText|source|text|width|x|y,a1d39c34d131e9ada01991e147fa3548066d1ee17264db0fa7d91c5642a0c194
237,public\ocr\books\class7-english\pages\page-116.json,TEXTBOOK_OCR,.json,24769,1,OK,,aiReady|aiReadyLines|aiReadyText|bbox|bookId|cleanText|confidence|height|id|image|lineNumber|lines|pageNumber|rawText|source|text|width|x|y,5e8b1bf5dca0f8cb254da0af8394deed0cfd8cf038694f3d871443dc167b52c8
238,public\ocr\books\class7-english\pages\page-117.json,TEXTBOOK_OCR,.json,6135,1,OK,,aiReady|aiReadyLines|aiReadyText|bbox|bookId|cleanText|confidence|height|id|image|lineNumber|lines|pageNumber|rawText|source|text|width|x|y,279fac07f441b55a96dcb8bc8aaec18a8255da50b32f5e9155736716c7b5d524
239,public\ocr\books\class7-english\pages\page-118.json,TEXTBOOK_OCR,.json,24156,1,OK,,aiReady|aiReadyLines|aiReadyText|bbox|bookId|cleanText|confidence|height|id|image|lineNumber|lines|pageNumber|rawText|source|text|width|x|y,0c3a862d14446ed12d444c795d3f7e97f32c0f1ea436713dc0d39ea99db812b3
240,public\ocr\books\class7-english\pages\page-119.json,TEXTBOOK_OCR,.json,30993,1,OK,,aiReady|aiReadyLines|aiReadyText|bbox|bookId|cleanText|confidence|height|id|image|lineNumber|lines|pageNumber|rawText|source|text|width|x|y,5cc814746d3a108ce63ff6a5130e4697f34d49ef749fbd8d52b6cd22b7bf1e48
241,public\ocr\books\class7-english\pages\page-120.json,TEXTBOOK_OCR,.json,33346,1,OK,,aiReady|aiReadyLines|aiReadyText|bbox|bookId|cleanText|confidence|height|id|image|lineNumber|lines|pageNumber|rawText|source|text|width|x|y,9f307d2e0ae8957b8cec8122c3a55fa6920dcf2b37618b5672e0fae92c54178d
242,public\ocr\books\class7-english\pages\page-121.json,TEXTBOOK_OCR,.json,33653,1,OK,,aiReady|aiReadyLines|aiReadyText|bbox|bookId|cleanText|confidence|height|id|image|lineNumber|lines|pageNumber|rawText|source|text|width|x|y,7f1a41f3198d27297b1e953ab3543f39e4067a7db8c1755eff8f21f93c7aa7cf
243,public\ocr\books\class7-english\pages\page-122.json,TEXTBOOK_OCR,.json,3534,1,OK,,aiReady|aiReadyLines|aiReadyText|bbox|bookId|cleanText|confidence|height|id|image|lineNumber|lines|pageNumber|rawText|source|text|width|x|y,c44a46a3e8912737c2a76f8f0d49a5393c871a4753bd0862fc679b7e7183220d
244,public\ocr\books\class8-english\index.json,TEXTBOOK_OCR,.json,1497,5,OK,,aiReadyLineCount|bookId|endPage|image|json|lineCount|pageNumber|pages|source|sourcePdf|startPage|title|totalPdfPages,0ca8f173becdf1e1e17e5fa43660bffd5c9cd81573231c488a2942628f048686
245,public\ocr\books\class8-english\pages\page-001.json,TEXTBOOK_OCR,.json,1180,1,OK,,aiReady|aiReadyLines|aiReadyText|bbox|bookId|cleanText|confidence|height|id|image|lineNumber|lines|pageNumber|rawText|source|text|width|x|y,af39a7d694db5969b2c080fc787be168a0c5e8a19aea0fa35b2ad70fc66e82a5
246,public\ocr\books\class8-english\pages\page-002.json,TEXTBOOK_OCR,.json,3169,1,OK,,aiReady|aiReadyLines|aiReadyText|bbox|bookId|cleanText|confidence|height|id|image|lineNumber|lines|pageNumber|rawText|source|text|width|x|y,1f7401cf6ff7abaeb06b089b657b97308fa5cf32c9aba0d9acfddaefbf47a0f0
247,public\ocr\books\class8-english\pages\page-003.json,TEXTBOOK_OCR,.json,10885,1,OK,,aiReady|aiReadyLines|aiReadyText|bbox|bookId|cleanText|confidence|height|id|image|lineNumber|lines|pageNumber|rawText|source|text|width|x|y,a49852855cef365b529bb8f64ddd08a7f5430c07a425713f6de8727091d2769c
248,public\ocr\books\class8-english\pages\page-004.json,TEXTBOOK_OCR,.json,42345,1,OK,,aiReady|aiReadyLines|aiReadyText|bbox|bookId|cleanText|confidence|height|id|image|lineNumber|lines|pageNumber|rawText|source|text|width|x|y,72ce21f0f6e6967769e78b6dc8be988345ab6494116ca138c63d3000c44819d6
249,public\ocr\books\class8-english\pages\page-005.json,TEXTBOOK_OCR,.json,10230,1,OK,,aiReady|aiReadyLines|aiReadyText|bbox|bookId|cleanText|confidence|height|id|image|lineNumber|lines|pageNumber|rawText|source|text|width|x|y,394e3e480a379b250f646041dbc9f77fca0bef13a4039cb4037bcb502d87691f
250,public\ocr\books\test\page-18-lines.json,TEXTBOOK_OCR,.json,5069,24,OK,,aiReady|bbox|height|id|lineNumber|text|width|x|y,db9909b52ff9c3e848be744096979803f261472aada87d5e489318cfdbbac7ca
251,public\ocr\books\test\page-18.json,TEXTBOOK_OCR,.json,11926,98,OK,,confidence|height|text|width|x|y,0f2b20822f8b306c7cd4154301bb35d7bab70eb618321ce85b48f2eed229667a
252,public\ocr\class6_english_lesson5_to_end_ai_ready.json,TEXTBOOK_OCR,.json,380343,30,OK,,aiReadyLines|aiReadyText|bookTitle|class|id|lessonNo|lessons|metadata|note|ocrEnd|ocrStart|pdfPageEnd|pdfPageStart|sourcePdf|text|textbookPageEnd|textbookPageStart|title|totalPdfPages,d85e89794a4fca536b12b325992cefffbb3442ea85b692a56d7528793952c8ad
253,public\ocr\class6_english_lesson5_to_end_ocr.json,TEXTBOOK_OCR,.json,1423402,30,OK,,aiReadyLines|aiReadyText|bookTitle|class|cleanLines|cleanText|id|lessonNo|lessons|lines|metadata|note|ocrEnd|ocrStart|pages|pdfPage|pdfPageEnd|pdfPageStart|rawLines|rawText|sourcePdf|text|textbookPage|textbookPageEnd|textbookPageStart|title|totalPdfPages,f110bc4960166341d9bfbbd81ceae2cbfb5fbcfec95a5b15068ffa9047960de1
254,public\ocr\class6_english_lesson5_to_end_pages.json,TEXTBOOK_OCR,.json,511052,98,OK,,aiReadyLines|bookTitle|class|cleanLines|metadata|note|ocrEnd|ocrStart|pages|pdfPage|pdfPageEnd|pdfPageStart|rawLines|rawText|sourcePdf|textbookPage|textbookPageEnd|textbookPageStart|totalPdfPages,78bb90f1c66e3dfb20e6ddaa298fed86156a4c71d73f7bab50140fde63b16bdf
255,public\ocr\lessons_json\lesson-01.json,TEXTBOOK_OCR,.json,16561,1,OK,,aiReadyLines|aiReadyText|cleanText|id|lessonNo|lessonTitle|lineNumber|lines|paragraphNo|pdfPageEnd|pdfPageStart|rawText|text|textbookPageEnd|textbookPageStart|title,a464afe1aefb3e7b00186fd51a87ac2c725cffa8c93008dd714b08fd588049e8
