index,relative_path,category,extension,size_bytes,estimated_records,parse_status,sensitive_keys,observed_keys,sha256
86,public\ocr\books\class6-english\pages\page-081.json,TEXTBOOK_OCR,.json,28095,1,OK,,aiReady|aiReadyLines|aiReadyText|bbox|bookId|cleanText|confidence|height|id|image|lineNumber|lines|pageNumber|rawText|source|text|width|x|y,a1b0552da2ecf38a08ce97993908a4b68ba540e4a22497d5cfb23c673165d51b
87,public\ocr\books\class6-english\pages\page-082.json,TEXTBOOK_OCR,.json,26613,1,OK,,aiReady|aiReadyLines|aiReadyText|bbox|bookId|cleanText|confidence|height|id|image|lineNumber|lines|pageNumber|rawText|source|text|width|x|y,25577b589e0442f2674d8c2e5d8c86238d133a7c8da6024f1cce807aeb9822d1
88,public\ocr\books\class6-english\pages\page-083.json,TEXTBOOK_OCR,.json,12288,1,OK,,aiReady|aiReadyLines|aiReadyText|bbox|bookId|cleanText|confidence|height|id|image|lineNumber|lines|pageNumber|rawText|source|text|width|x|y,2b7a13ed486af00c401df6de1c79077962d5596940a75c4aa6cd2eb780799c51
89,public\ocr\books\class6-english\pages\page-084.json,TEXTBOOK_OCR,.json,25375,1,OK,,aiReady|aiReadyLines|aiReadyText|bbox|bookId|cleanText|confidence|height|id|image|lineNumber|lines|pageNumber|rawText|source|text|width|x|y,61b7cd0ae3282b36a8964e6c4fa6bd86e2b21b6735cbd72243844db5cb47ca55
90,public\ocr\books\class6-english\pages\page-085.json,TEXTBOOK_OCR,.json,14633,1,OK,,aiReady|aiReadyLines|aiReadyText|bbox|bookId|cleanText|confidence|height|id|image|lineNumber|lines|pageNumber|rawText|source|text|width|x|y,de087991016d2dcaa0c0f4e16c275722c30d2a454c2a3e482b5fff93b00da218
91,public\ocr\books\class6-english\pages\page-086.json,TEXTBOOK_OCR,.json,11427,1,OK,,aiReady|aiReadyLines|aiReadyText|bbox|bookId|cleanText|confidence|height|id|image|lineNumber|lines|pageNumber|rawText|source|text|width|x|y,a46a2e941e11fab58ec585930e6e72269faf934e488980a5ccd7f6a1aad62d44
92,public\ocr\books\class6-english\pages\page-087.json,TEXTBOOK_OCR,.json,18357,1,OK,,aiReady|aiReadyLines|aiReadyText|bbox|bookId|cleanText|confidence|height|id|image|lineNumber|lines|pageNumber|rawText|source|text|width|x|y,29acaed42c79c865200c6b4c139af2a6e893b482fcf3be890aa312f8d2275ef0
93,public\ocr\books\class6-english\pages\page-088.json,TEXTBOOK_OCR,.json,18536,1,OK,,aiReady|aiReadyLines|aiReadyText|bbox|bookId|cleanText|confidence|height|id|image|lineNumber|lines|pageNumber|rawText|source|text|width|x|y,cf0ba37fcc45bc6e003fe606ee7dd97b156e8096d42a0334ec7a4bad43fb0ea1
94,public\ocr\books\class6-english\pages\page-089.json,TEXTBOOK_OCR,.json,8461,1,OK,,aiReady|aiReadyLines|aiReadyText|bbox|bookId|cleanText|confidence|height|id|image|lineNumber|lines|pageNumber|rawText|source|text|width|x|y,c4e35007bc746fd836143cdc7eab24b25f218b784b85c182d083754bba7c4d6b
95,public\ocr\books\class6-english\pages\page-090.json,TEXTBOOK_OCR,.json,15590,1,OK,,aiReady|aiReadyLines|aiReadyText|bbox|bookId|cleanText|confidence|height|id|image|lineNumber|lines|pageNumber|rawText|source|text|width|x|y,864652660d04fc663921425788ab86fdcc9cdc8126ff7b660787226a7b629330
96,public\ocr\books\class6-english\pages\page-091.json,TEXTBOOK_OCR,.json,19937,1,OK,,aiReady|aiReadyLines|aiReadyText|bbox|bookId|cleanText|confidence|height|id|image|lineNumber|lines|pageNumber|rawText|source|text|width|x|y,d8f19f2cdf29a9a564bf9f2d668109896aadb95357e6917d58c098f8dd52ceef
97,public\ocr\books\class6-english\pages\page-092.json,TEXTBOOK_OCR,.json,8363,1,OK,,aiReady|aiReadyLines|aiReadyText|bbox|bookId|cleanText|confidence|height|id|image|lineNumber|lines|pageNumber|rawText|source|text|width|x|y,611fe314f5674649ebf7ddc00454ab33bf7bf2e308a3417868fb7f6d65ea7d49
98,public\ocr\books\class6-english\pages\page-093.json,TEXTBOOK_OCR,.json,20777,1,OK,,aiReady|aiReadyLines|aiReadyText|bbox|bookId|cleanText|confidence|height|id|image|lineNumber|lines|pageNumber|rawText|source|text|width|x|y,1bb0dc6d993f5013944c3601d9c3514d9c2a135bccca7a6057a20814ca5374e8
99,public\ocr\books\class6-english\pages\page-094.json,TEXTBOOK_OCR,.json,14595,1,OK,,aiReady|aiReadyLines|aiReadyText|bbox|bookId|cleanText|confidence|height|id|image|lineNumber|lines|pageNumber|rawText|source|text|width|x|y,ffdf1a5101cbe5d27633067755a1bd01ca5f32d33b80e77829684a7797fcdee1
100,public\ocr\books\class6-english\pages\page-095.json,TEXTBOOK_OCR,.json,8771,1,OK,,aiReady|aiReadyLines|aiReadyText|bbox|bookId|cleanText|confidence|height|id|image|lineNumber|lines|pageNumber|rawText|source|text|width|x|y,91936157e48e23b197c74288fee955e53bb416733c88a500a6a5a2b7dcd14c68
101,public\ocr\books\class6-english\pages\page-096.json,TEXTBOOK_OCR,.json,7808,1,OK,,aiReady|aiReadyLines|aiReadyText|bbox|bookId|cleanText|confidence|height|id|image|lineNumber|lines|pageNumber|rawText|source|text|width|x|y,5509def5fb0405456e2035516dada0e20285503a949dde92839e8bbacb4f7f4f
102,public\ocr\books\class6-english\pages\page-097.json,TEXTBOOK_OCR,.json,24742,1,OK,,aiReady|aiReadyLines|aiReadyText|bbox|bookId|cleanText|confidence|height|id|image|lineNumber|lines|pageNumber|rawText|source|text|width|x|y,af0563bc5fd7d5e151742ed9e36dcf987fe19c9796eb31a7cbc2a1e9394b983c
103,public\ocr\books\class6-english\pages\page-098.json,TEXTBOOK_OCR,.json,21835,1,OK,,aiReady|aiReadyLines|aiReadyText|bbox|bookId|cleanText|confidence|height|id|image|lineNumber|lines|pageNumber|rawText|source|text|width|x|y,9e73c80028b001bf5a3a5a2f374b2e51125bf1773a2c5d656742419e6bb4e259
104,public\ocr\books\class6-english\pages\page-099.json,TEXTBOOK_OCR,.json,13628,1,OK,,aiReady|aiReadyLines|aiReadyText|bbox|bookId|cleanText|confidence|height|id|image|lineNumber|lines|pageNumber|rawText|source|text|width|x|y,25dc11cbb628a994b48067aebb7a526c3668ececf0943dd31e352d5478f43e2c
105,public\ocr\books\class6-english\pages\page-100.json,TEXTBOOK_OCR,.json,6406,1,OK,,aiReady|aiReadyLines|aiReadyText|bbox|bookId|cleanText|confidence|height|id|image|lineNumber|lines|pageNumber|rawText|source|text|width|x|y,b6eab9b5b69e7e9fce3a57af67b4af45d3f56d48ff25eee83395642696462ef5
106,public\ocr\books\class6-english\pages\page-101.json,TEXTBOOK_OCR,.json,10395,1,OK,,aiReady|aiReadyLines|aiReadyText|bbox|bookId|cleanText|confidence|height|id|image|lineNumber|lines|pageNumber|rawText|source|text|width|x|y,0b014f59aaa58efc414438a77d6f667bd72f98e9e38b33566f19c7e0c97767d7
107,public\ocr\books\class6-english\pages\page-102.json,TEXTBOOK_OCR,.json,9049,1,OK,,aiReady|aiReadyLines|aiReadyText|bbox|bookId|cleanText|confidence|height|id|image|lineNumber|lines|pageNumber|rawText|source|text|width|x|y,f64ee794679c971cc550c0047cb655d8c2b2fa3eda80b3776b88224b57ded32d
108,public\ocr\books\class6-english\pages\page-103.json,TEXTBOOK_OCR,.json,5690,1,OK,,aiReady|aiReadyLines|aiReadyText|bbox|bookId|cleanText|confidence|height|id|image|lineNumber|lines|pageNumber|rawText|source|text|width|x|y,350ded0e7775079a32aacb4a32abb0651a1aa4a2981b91df02cd7ce364098481
109,public\ocr\books\class6-english\pages\page-104.json,TEXTBOOK_OCR,.json,7850,1,OK,,aiReady|aiReadyLines|aiReadyText|bbox|bookId|cleanText|confidence|height|id|image|lineNumber|lines|pageNumber|rawText|source|text|width|x|y,475a8654976927e943d2e724f7c602a4a61f35720ff7c973fe1df1642a4141fb
110,public\ocr\books\class6-english\pages\page-105.json,TEXTBOOK_OCR,.json,21357,1,OK,,aiReady|aiReadyLines|aiReadyText|bbox|bookId|cleanText|confidence|height|id|image|lineNumber|lines|pageNumber|rawText|source|text|width|x|y,df172dafaec43886cf0e019ab602fb7767fcaa6be2c6b00cb2f8a4c4a4665308
111,public\ocr\books\class6-english\pages\page-106.json,TEXTBOOK_OCR,.json,28183,1,OK,,aiReady|aiReadyLines|aiReadyText|bbox|bookId|cleanText|confidence|height|id|image|lineNumber|lines|pageNumber|rawText|source|text|width|x|y,f0ca6fc47debc272f0c11f22e57cd3240920484f331a527af553c2cd4752d759
112,public\ocr\books\class6-english\pages\page-107.json,TEXTBOOK_OCR,.json,31110,1,OK,,aiReady|aiReadyLines|aiReadyText|bbox|bookId|cleanText|confidence|height|id|image|lineNumber|lines|pageNumber|rawText|source|text|width|x|y,47f314df42bec50451cb9e984b33774ca8efe03e4ebc1122be1e58c6e60618d6
113,public\ocr\books\class6-english\pages\page-108.json,TEXTBOOK_OCR,.json,33020,1,OK,,aiReady|aiReadyLines|aiReadyText|bbox|bookId|cleanText|confidence|height|id|image|lineNumber|lines|pageNumber|rawText|source|text|width|x|y,28fe90bd660859c24cb241535164d33093d83a630cf5ee627bc772020e804166
114,public\ocr\books\class6-english\pages\page-109.json,TEXTBOOK_OCR,.json,19956,1,OK,,aiReady|aiReadyLines|aiReadyText|bbox|bookId|cleanText|confidence|height|id|image|lineNumber|lines|pageNumber|rawText|source|text|width|x|y,0402cf4b74db02e05bc16dd5e092c51ffc6eaccdf6366101826126808c22bab9
115,public\ocr\books\class6-english\pages\page-110.json,TEXTBOOK_OCR,.json,20330,1,OK,,aiReady|aiReadyLines|aiReadyText|bbox|bookId|cleanText|confidence|height|id|image|lineNumber|lines|pageNumber|rawText|source|text|width|x|y,ceed6051b740895c84db7ed7956a95f74359ae27888afc8cdeab989c4b0d4779
116,public\ocr\books\class6-english\pages\page-111.json,TEXTBOOK_OCR,.json,23965,1,OK,,aiReady|aiReadyLines|aiReadyText|bbox|bookId|cleanText|confidence|height|id|image|lineNumber|lines|pageNumber|rawText|source|text|width|x|y,62c8fe8cbee5bc665642cc8a4de9a751d6044925facf07c05f225a312a684e6b
117,public\ocr\books\class6-english\pages\page-112.json,TEXTBOOK_OCR,.json,32749,1,OK,,aiReady|aiReadyLines|aiReadyText|bbox|bookId|cleanText|confidence|height|id|image|lineNumber|lines|pageNumber|rawText|source|text|width|x|y,561ae3a061e497ae5ee035c3a97d1b6c8ae90742b1949c997a472bb93e7cb997
118,public\ocr\books\class6-english\pages\page-113.json,TEXTBOOK_OCR,.json,35379,1,OK,,aiReady|aiReadyLines|aiReadyText|bbox|bookId|cleanText|confidence|height|id|image|lineNumber|lines|pageNumber|rawText|source|text|width|x|y,2b6b75b72c3327f6e7863677d09169f6ef2464dfd36c8c9b495a4932b71c6649
119,public\ocr\books\class6-english\pages\page-114.json,TEXTBOOK_OCR,.json,284,1,OK,,aiReadyLines|aiReadyText|bookId|cleanText|height|image|lines|pageNumber|rawText|source|width,10f78e9bcd74fb288d2d0d45482628ef75eaca3f61cfec1ed46376666f36bb5b
120,public\ocr\books\class6-english\pages\page-115.json,TEXTBOOK_OCR,.json,4586,1,OK,,aiReady|aiReadyLines|aiReadyText|bbox|bookId|cleanText|confidence|height|id|image|lineNumber|lines|pageNumber|rawText|source|text|width|x|y,75f79444dcf937755f06d6f73be5f5b4427ca87f30796f88d67fc8d19c8c891c
121,public\ocr\books\class7-english\index.json,TEXTBOOK_OCR,.json,31676,122,OK,,aiReadyLineCount|bookId|endPage|image|json|lineCount|pageNumber|pages|source|sourcePdf|startPage|title|totalPdfPages,f088ddfb280fbd860969fbce7a365d67a3813b20a4b2267604b65d73056abfd4
122,public\ocr\books\class7-english\pages\page-001.json,TEXTBOOK_OCR,.json,2243,1,OK,,aiReady|aiReadyLines|aiReadyText|bbox|bookId|cleanText|confidence|height|id|image|lineNumber|lines|pageNumber|rawText|source|text|width|x|y,1382e6170f7290db914fe83c5bba2e6fb0ff7bfef0a5dee744c9a29e1b42630c
123,public\ocr\books\class7-english\pages\page-002.json,TEXTBOOK_OCR,.json,3251,1,OK,,aiReady|aiReadyLines|aiReadyText|bbox|bookId|cleanText|confidence|height|id|image|lineNumber|lines|pageNumber|rawText|source|text|width|x|y,11f0616e0863bc5498ccf9478e5a692775825318fba3cda126e21527e65590d1
124,public\ocr\books\class7-english\pages\page-003.json,TEXTBOOK_OCR,.json,10616,1,OK,,aiReady|aiReadyLines|aiReadyText|bbox|bookId|cleanText|confidence|height|id|image|lineNumber|lines|pageNumber|rawText|source|text|width|x|y,3d68d7fd5888e09f5cbe126ddadb0a0de4f4768433307977b7952c2fcf5d4023
125,public\ocr\books\class7-english\pages\page-004.json,TEXTBOOK_OCR,.json,42277,1,OK,,aiReady|aiReadyLines|aiReadyText|bbox|bookId|cleanText|confidence|height|id|image|lineNumber|lines|pageNumber|rawText|source|text|width|x|y,f236c34bde4e96b7ce6f31976484eaeb372ac9c493810c066867944a85dcf70d
126,public\ocr\books\class7-english\pages\page-005.json,TEXTBOOK_OCR,.json,8739,1,OK,,aiReady|aiReadyLines|aiReadyText|bbox|bookId|cleanText|confidence|height|id|image|lineNumber|lines|pageNumber|rawText|source|text|width|x|y,5d999aa63feb26de11414aaef67636956976ebc6940b1c59086f8ac35ff98ba3
127,public\ocr\books\class7-english\pages\page-006.json,TEXTBOOK_OCR,.json,6103,1,OK,,aiReady|aiReadyLines|aiReadyText|bbox|bookId|cleanText|confidence|height|id|image|lineNumber|lines|pageNumber|rawText|source|text|width|x|y,dbc99f772495d80ccea33b0389c6ba66245937d6cd9bf08a081ddab4fd797511
128,public\ocr\books\class7-english\pages\page-007.json,TEXTBOOK_OCR,.json,16031,1,OK,,aiReady|aiReadyLines|aiReadyText|bbox|bookId|cleanText|confidence|height|id|image|lineNumber|lines|pageNumber|rawText|source|text|width|x|y,e5b8caf47308a5183b9064594c816d250bdce31b241bb6cd3a3fa9d68c4bf803
129,public\ocr\books\class7-english\pages\page-008.json,TEXTBOOK_OCR,.json,20242,1,OK,,aiReady|aiReadyLines|aiReadyText|bbox|bookId|cleanText|confidence|height|id|image|lineNumber|lines|pageNumber|rawText|source|text|width|x|y,a1d139bfbce05fcca50ab23d56ec94ae2e15e4ec1c16aa6efdafe09e2b37463c
130,public\ocr\books\class7-english\pages\page-009.json,TEXTBOOK_OCR,.json,14216,1,OK,,aiReady|aiReadyLines|aiReadyText|bbox|bookId|cleanText|confidence|height|id|image|lineNumber|lines|pageNumber|rawText|source|text|width|x|y,e2115bd3e2c96a9a961547fd4b2db3b6b942e1b0231886334e5cd13a0cfe3005
131,public\ocr\books\class7-english\pages\page-010.json,TEXTBOOK_OCR,.json,27032,1,OK,,aiReady|aiReadyLines|aiReadyText|bbox|bookId|cleanText|confidence|height|id|image|lineNumber|lines|pageNumber|rawText|source|text|width|x|y,11f3e76d9c1c158b0fc6d7ca03858ce473aa53161c1738a6bd28bb6f94a40222
132,public\ocr\books\class7-english\pages\page-011.json,TEXTBOOK_OCR,.json,13279,1,OK,,aiReady|aiReadyLines|aiReadyText|bbox|bookId|cleanText|confidence|height|id|image|lineNumber|lines|pageNumber|rawText|source|text|width|x|y,eef254fd3767cca4b9c5f3ef50cfa0c070d0fb713d3dc71233ad602d5e050cdc
133,public\ocr\books\class7-english\pages\page-012.json,TEXTBOOK_OCR,.json,12727,1,OK,,aiReady|aiReadyLines|aiReadyText|bbox|bookId|cleanText|confidence|height|id|image|lineNumber|lines|pageNumber|rawText|source|text|width|x|y,e2514afd4f80a4813de4b30aa9871f2dfa88b0687634333ae98746601eadf478
134,public\ocr\books\class7-english\pages\page-013.json,TEXTBOOK_OCR,.json,18319,1,OK,,aiReady|aiReadyLines|aiReadyText|bbox|bookId|cleanText|confidence|height|id|image|lineNumber|lines|pageNumber|rawText|source|text|width|x|y,dee8e9b5dd860e74b4ca5a51ab6b13d6ab2e7f3749a13c181627df46662cf464
135,public\ocr\books\class7-english\pages\page-014.json,TEXTBOOK_OCR,.json,17912,1,OK,,aiReady|aiReadyLines|aiReadyText|bbox|bookId|cleanText|confidence|height|id|image|lineNumber|lines|pageNumber|rawText|source|text|width|x|y,439d202e8d7e7ad0f193229e182020b1a27a0f743fe779162ed9c1a39d54bd11
136,public\ocr\books\class7-english\pages\page-015.json,TEXTBOOK_OCR,.json,5511,1,OK,,aiReady|aiReadyLines|aiReadyText|bbox|bookId|cleanText|confidence|height|id|image|lineNumber|lines|pageNumber|rawText|source|text|width|x|y,c2a47f5d2e1ee5842b2953e1f3cd7999b82ae4f661b8cb08f9663a52ebb67f6f
137,public\ocr\books\class7-english\pages\page-016.json,TEXTBOOK_OCR,.json,12704,1,OK,,aiReady|aiReadyLines|aiReadyText|bbox|bookId|cleanText|confidence|height|id|image|lineNumber|lines|pageNumber|rawText|source|text|width|x|y,79c1f7215059057f28c53ba23cffcd19eed5f0abb944d4a45313064b970bcef9
138,public\ocr\books\class7-english\pages\page-017.json,TEXTBOOK_OCR,.json,78170,1,OK,,aiReady|aiReadyLines|aiReadyText|bbox|bookId|cleanText|confidence|height|id|image|lineNumber|lines|pageNumber|rawText|source|text|width|x|y,d76f28cb9d95ac3fc68fd8ae28763f6086dbc74fcbed83794ca9d7ff0a4a4718
139,public\ocr\books\class7-english\pages\page-018.json,TEXTBOOK_OCR,.json,26266,1,OK,,aiReady|aiReadyLines|aiReadyText|bbox|bookId|cleanText|confidence|height|id|image|lineNumber|lines|pageNumber|rawText|source|text|width|x|y,0161da92f861dd29d554f1d8026aae5bbfec1ec4dbcdbba3db88df6781de68e3
140,public\ocr\books\class7-english\pages\page-019.json,TEXTBOOK_OCR,.json,20497,1,OK,,aiReady|aiReadyLines|aiReadyText|bbox|bookId|cleanText|confidence|height|id|image|lineNumber|lines|pageNumber|rawText|source|text|width|x|y,015efffa20da6e5921d05a0f0a1e4ed87cd35c0996182bf319ac4c462fe31885
141,public\ocr\books\class7-english\pages\page-020.json,TEXTBOOK_OCR,.json,21907,1,OK,,aiReady|aiReadyLines|aiReadyText|bbox|bookId|cleanText|confidence|height|id|image|lineNumber|lines|pageNumber|rawText|source|text|width|x|y,5ed56c1c122c7535d174b5931de8ffd0c5e7fce3360e295c18d11144b86525c9
142,public\ocr\books\class7-english\pages\page-021.json,TEXTBOOK_OCR,.json,6524,1,OK,,aiReady|aiReadyLines|aiReadyText|bbox|bookId|cleanText|confidence|height|id|image|lineNumber|lines|pageNumber|rawText|source|text|width|x|y,30074bdafdc73d29767a3da2cb608086efd7110a115fbceb5b35d074e24ab404
143,public\ocr\books\class7-english\pages\page-022.json,TEXTBOOK_OCR,.json,25662,1,OK,,aiReady|aiReadyLines|aiReadyText|bbox|bookId|cleanText|confidence|height|id|image|lineNumber|lines|pageNumber|rawText|source|text|width|x|y,0308947bf099d7003ea1a240098e5da3dc88ddcc535b3ce9e67e2729fc1642c1
144,public\ocr\books\class7-english\pages\page-023.json,TEXTBOOK_OCR,.json,21346,1,OK,,aiReady|aiReadyLines|aiReadyText|bbox|bookId|cleanText|confidence|height|id|image|lineNumber|lines|pageNumber|rawText|source|text|width|x|y,83cde147a2b14218d5034886831a0dfc5137b220aeedf9c1bdb206f1cf875399
145,public\ocr\books\class7-english\pages\page-024.json,TEXTBOOK_OCR,.json,18685,1,OK,,aiReady|aiReadyLines|aiReadyText|bbox|bookId|cleanText|confidence|height|id|image|lineNumber|lines|pageNumber|rawText|source|text|width|x|y,8506942c9d39754cdc1abcbab6719399d518cea0325c11ebe7638cb57783bf98
146,public\ocr\books\class7-english\pages\page-025.json,TEXTBOOK_OCR,.json,17933,1,OK,,aiReady|aiReadyLines|aiReadyText|bbox|bookId|cleanText|confidence|height|id|image|lineNumber|lines|pageNumber|rawText|source|text|width|x|y,98fa8e91a9ad38bef9b924424d8f97702a8e7218bccdff3efbf977aa34ede179
147,public\ocr\books\class7-english\pages\page-026.json,TEXTBOOK_OCR,.json,30544,1,OK,,aiReady|aiReadyLines|aiReadyText|bbox|bookId|cleanText|confidence|height|id|image|lineNumber|lines|pageNumber|rawText|source|text|width|x|y,89f8e5f62064fc4a3eeca49f3523fc2671ea1db9b9bfb2f79452b251b7d50cc1
148,public\ocr\books\class7-english\pages\page-027.json,TEXTBOOK_OCR,.json,18307,1,OK,,aiReady|aiReadyLines|aiReadyText|bbox|bookId|cleanText|confidence|height|id|image|lineNumber|lines|pageNumber|rawText|source|text|width|x|y,bab9910a41deb010565684e845efd65e18b64c861dd1c87f4274dcda90ea2865
149,public\ocr\books\class7-english\pages\page-028.json,TEXTBOOK_OCR,.json,25258,1,OK,,aiReady|aiReadyLines|aiReadyText|bbox|bookId|cleanText|confidence|height|id|image|lineNumber|lines|pageNumber|rawText|source|text|width|x|y,546c2ab79f19d4d6018004b607cdbe0815f0540d2c2af2a1d458805a2a1b34c5
150,public\ocr\books\class7-english\pages\page-029.json,TEXTBOOK_OCR,.json,16230,1,OK,,aiReady|aiReadyLines|aiReadyText|bbox|bookId|cleanText|confidence|height|id|image|lineNumber|lines|pageNumber|rawText|source|text|width|x|y,fb68b2b65888f4bec69fdd26ab8319f158493c912fe6c02450ed9cf83bf19bfb
151,public\ocr\books\class7-english\pages\page-030.json,TEXTBOOK_OCR,.json,31825,1,OK,,aiReady|aiReadyLines|aiReadyText|bbox|bookId|cleanText|confidence|height|id|image|lineNumber|lines|pageNumber|rawText|source|text|width|x|y,1b6d3762127bb70e6e280cbf0b521556aff85f0dc35f95f56b38d9f2c0709503
152,public\ocr\books\class7-english\pages\page-031.json,TEXTBOOK_OCR,.json,7934,1,OK,,aiReady|aiReadyLines|aiReadyText|bbox|bookId|cleanText|confidence|height|id|image|lineNumber|lines|pageNumber|rawText|source|text|width|x|y,1978807623813bb1b11408eb6e5b7bb8baad4907702b99f34d5d1594907de5cb
153,public\ocr\books\class7-english\pages\page-032.json,TEXTBOOK_OCR,.json,10228,1,OK,,aiReady|aiReadyLines|aiReadyText|bbox|bookId|cleanText|confidence|height|id|image|lineNumber|lines|pageNumber|rawText|source|text|width|x|y,e547e4b5d16e6728f03557fb51ff742cd2a2ecb91dc280a5a390e7e78959f890
154,public\ocr\books\class7-english\pages\page-033.json,TEXTBOOK_OCR,.json,24362,1,OK,,aiReady|aiReadyLines|aiReadyText|bbox|bookId|cleanText|confidence|height|id|image|lineNumber|lines|pageNumber|rawText|source|text|width|x|y,b316af3e529da8fbc81e83b4a917dce6ffebf2cc2742c8da825d7a2ac932cfd1
155,public\ocr\books\class7-english\pages\page-034.json,TEXTBOOK_OCR,.json,25737,1,OK,,aiReady|aiReadyLines|aiReadyText|bbox|bookId|cleanText|confidence|height|id|image|lineNumber|lines|pageNumber|rawText|source|text|width|x|y,1380c55697d6e86da6d85f3c6ab1e61eba3ae7fc3d08d58ca3b2b8bed16d23f2
156,public\ocr\books\class7-english\pages\page-035.json,TEXTBOOK_OCR,.json,27006,1,OK,,aiReady|aiReadyLines|aiReadyText|bbox|bookId|cleanText|confidence|height|id|image|lineNumber|lines|pageNumber|rawText|source|text|width|x|y,7718a6601b0396e44980eeeab491c1f49444796ef708b64b1bdbf87079aeb311
157,public\ocr\books\class7-english\pages\page-036.json,TEXTBOOK_OCR,.json,20619,1,OK,,aiReady|aiReadyLines|aiReadyText|bbox|bookId|cleanText|confidence|height|id|image|lineNumber|lines|pageNumber|rawText|source|text|width|x|y,16e10033e7ebfefea2c07735efb21d6e1111da3530cc741d77c5f1be7d157548
158,public\ocr\books\class7-english\pages\page-037.json,TEXTBOOK_OCR,.json,26723,1,OK,,aiReady|aiReadyLines|aiReadyText|bbox|bookId|cleanText|confidence|height|id|image|lineNumber|lines|pageNumber|rawText|source|text|width|x|y,9b68be3f02e39159d32290c6c2f302389d43e4aa4485c77d720861489045cfcb
159,public\ocr\books\class7-english\pages\page-038.json,TEXTBOOK_OCR,.json,27862,1,OK,,aiReady|aiReadyLines|aiReadyText|bbox|bookId|cleanText|confidence|height|id|image|lineNumber|lines|pageNumber|rawText|source|text|width|x|y,ec1a7742f8792bfcca532e4600a87c82f12f51ce0d45df03183130bba99f9ccc
160,public\ocr\books\class7-english\pages\page-039.json,TEXTBOOK_OCR,.json,24176,1,OK,,aiReady|aiReadyLines|aiReadyText|bbox|bookId|cleanText|confidence|height|id|image|lineNumber|lines|pageNumber|rawText|source|text|width|x|y,a300deb86d937f87844ba0c34283212801431643c6825ab3cff8acdacac609bb
161,public\ocr\books\class7-english\pages\page-040.json,TEXTBOOK_OCR,.json,24060,1,OK,,aiReady|aiReadyLines|aiReadyText|bbox|bookId|cleanText|confidence|height|id|image|lineNumber|lines|pageNumber|rawText|source|text|width|x|y,bfff4743011ef364652664386658c75cffd98aa4c0f3c2d4c4c62ec5da0585c9
162,public\ocr\books\class7-english\pages\page-041.json,TEXTBOOK_OCR,.json,18691,1,OK,,aiReady|aiReadyLines|aiReadyText|bbox|bookId|cleanText|confidence|height|id|image|lineNumber|lines|pageNumber|rawText|source|text|width|x|y,dadf3365649de61e507611f5001529ec2cbbc254c785968ebdecd3abb2b3b031
163,public\ocr\books\class7-english\pages\page-042.json,TEXTBOOK_OCR,.json,28165,1,OK,,aiReady|aiReadyLines|aiReadyText|bbox|bookId|cleanText|confidence|height|id|image|lineNumber|lines|pageNumber|rawText|source|text|width|x|y,a29b96acc7dd74e66c87c291d1f2c0978e44c0d35cebcf1a351b37f4f328f6d1
164,public\ocr\books\class7-english\pages\page-043.json,TEXTBOOK_OCR,.json,29281,1,OK,,aiReady|aiReadyLines|aiReadyText|bbox|bookId|cleanText|confidence|height|id|image|lineNumber|lines|pageNumber|rawText|source|text|width|x|y,1e4a96ea618d62864c6d5345c08955bf76063736b04f9b46ba50b15e5288288d
165,public\ocr\books\class7-english\pages\page-044.json,TEXTBOOK_OCR,.json,13571,1,OK,,aiReady|aiReadyLines|aiReadyText|bbox|bookId|cleanText|confidence|height|id|image|lineNumber|lines|pageNumber|rawText|source|text|width|x|y,18568aff139a3923f039cc2f52e59a44ccff626f252bda6de8ad2af811e44841
166,public\ocr\books\class7-english\pages\page-045.json,TEXTBOOK_OCR,.json,23479,1,OK,,aiReady|aiReadyLines|aiReadyText|bbox|bookId|cleanText|confidence|height|id|image|lineNumber|lines|pageNumber|rawText|source|text|width|x|y,ee13180c9c650be2e3a2adb1f7fb5b43d6895586213fe3c9a45b949d8e2f7d20
167,public\ocr\books\class7-english\pages\page-046.json,TEXTBOOK_OCR,.json,34725,1,OK,,aiReady|aiReadyLines|aiReadyText|bbox|bookId|cleanText|confidence|height|id|image|lineNumber|lines|pageNumber|rawText|source|text|width|x|y,06a170d7ae60dfe0cdd0b921fa990983a267a47f456fd13ebc72893df67c6e1d
168,public\ocr\books\class7-english\pages\page-047.json,TEXTBOOK_OCR,.json,31417,1,OK,,aiReady|aiReadyLines|aiReadyText|bbox|bookId|cleanText|confidence|height|id|image|lineNumber|lines|pageNumber|rawText|source|text|width|x|y,fc910c28af735fc340b63831dce312a40ca043b75f52c4f9162432fceb302040
169,public\ocr\books\class7-english\pages\page-048.json,TEXTBOOK_OCR,.json,9307,1,OK,,aiReady|aiReadyLines|aiReadyText|bbox|bookId|cleanText|confidence|height|id|image|lineNumber|lines|pageNumber|rawText|source|text|width|x|y,a6ba0f67d0c294f703c4aaa4d0012001a68542f44e505b748f077a8e3112168a
170,public\ocr\books\class7-english\pages\page-049.json,TEXTBOOK_OCR,.json,17746,1,OK,,aiReady|aiReadyLines|aiReadyText|bbox|bookId|cleanText|confidence|height|id|image|lineNumber|lines|pageNumber|rawText|source|text|width|x|y,1e022e7a9e87ab838939847945ff0d008edb70634ea825826057fb77e2116b8b
