record_id,book_id,class_level,subject,page_number,lesson_number,lesson_title,text_source,character_count,word_count,line_count,alpha_ratio,usable_for_rag,training_candidate,quality_flags,source_file,alternate_candidate_count,candidate_text_versions,text_sha256
class6-english-page-0104,class6-english,6,English,104,,Sample Question,aiReadyText,303,58,10,0.7096,True,True,,public\ocr\books\class6-english\pages\page-104.json,2,2,8f71c3f7cb559b76f98e37b162bbb9d02a94a53116ea162871429f7e87d5eacb
class6-english-page-0105,class6-english,6,English,105,,Sample Question,aiReadyText,1054,176,20,0.7818,True,True,,public\ocr\books\class6-english\pages\page-105.json,2,2,00e5046305c64103b2ca6f7b60b392273e70e79cac599feff882bc32054c298a
class6-english-page-0106,class6-english,6,English,106,,Sample Question,aiReadyText,1532,283,27,0.7794,True,True,,public\ocr\books\class6-english\pages\page-106.json,2,2,e9e404310cc7f2b9717eac4711139eb9191d05ca71eab59ef3bf650e939ca623
class6-english-page-0107,class6-english,6,English,107,,Sample Question,aiReadyText,1693,306,35,0.785,True,True,,public\ocr\books\class6-english\pages\page-107.json,2,2,0ffd65ce224de544d407325a5d2dcb1df7af8e20539b9e11ff94df33b17cf49f
class6-english-page-0108,class6-english,6,English,108,,Sample Question,aiReadyText,1950,320,35,0.7908,True,True,,public\ocr\books\class6-english\pages\page-108.json,2,2,96c5ad9ead78139f86dd8304afeee06497c9ac783b74d0e9435f798532d8b574
class6-english-page-0109,class6-english,6,English,109,,,aiReadyText,1098,212,23,0.7568,True,True,,public\ocr\books\class6-english\pages\page-109.json,0,1,c0c082a194ea24de66e1e61fe36432f4e9d984e4a0a0986442338e74e8d64f7e
class6-english-page-0110,class6-english,6,English,110,,Sample Question,aiReadyText,1139,216,22,0.7673,True,True,,public\ocr\books\class6-english\pages\page-110.json,2,2,eb6c2713ee27b184382dcef92ad7d77257311fd26b2900a277a0785cd748b585
class6-english-page-0111,class6-english,6,English,111,,,aiReadyText,1135,192,24,0.8106,True,True,,public\ocr\books\class6-english\pages\page-111.json,0,1,bfc10836fad92c928d085ab79976f969d6d0d3d37aeb7d49c6d9005a181d1bcc
class6-english-page-0112,class6-english,6,English,112,,,aiReadyText,2088,377,33,0.785,True,True,,public\ocr\books\class6-english\pages\page-112.json,0,1,96a0fa43b9ea916fd095dc867270debdd72ab6e12a928a52fc1c170afba72146
class6-english-page-0113,class6-english,6,English,113,,,aiReadyText,2461,432,35,0.7863,True,True,,public\ocr\books\class6-english\pages\page-113.json,0,1,6d07d9af19951d9e455844906feccdf885369527b6efc66455084ab3d1c8d59e
class6-english-page-0115,class6-english,6,English,115,,,aiReadyText,162,27,4,0.784,True,True,,public\ocr\books\class6-english\pages\page-115.json,0,1,a58d5ce81c2ec06ec6e645d40ac6881287c48c2a96d712683dfdd7f7c3e0aa4f
class7-english-page-0001,class7-english,7,English,1,,,aiReadyText,77,11,2,0.8052,True,False,TOO_SHORT|TOO_FEW_WORDS,public\ocr\books\class7-english\pages\page-001.json,0,1,ed7567e1746a2e7ecffc36f0fbe2c82ac7fa60288bff17f372a7d20f80522e74
class7-english-page-0002,class7-english,7,English,2,,,aiReadyText,152,25,3,0.7829,True,True,,public\ocr\books\class7-english\pages\page-002.json,0,1,dd8491e6d4cd0f23513dbbfaedcd3562dac74a9491f0c9cd9f8a4e4af07269d8
class7-english-page-0003,class7-english,7,English,3,,,aiReadyText,358,51,10,0.7682,True,True,,public\ocr\books\class7-english\pages\page-003.json,0,1,fc6763037024dacd88864c5e4d05e55331026de1d71e32c77b5f0b0ea877ac7b
class7-english-page-0004,class7-english,7,English,4,,,aiReadyText,3154,494,40,0.8183,True,True,,public\ocr\books\class7-english\pages\page-004.json,0,1,becc909abf2898e96aa0149c9d009a08acce14d464a2bc22c4f01678de30fe77
class7-english-page-0005,class7-english,7,English,5,,,aiReadyText,315,59,11,0.6413,True,True,,public\ocr\books\class7-english\pages\page-005.json,0,1,d56b524f67f0920496ccd0198fd819a22c776780401c6d27ce1a70b18633851b
class7-english-page-0006,class7-english,7,English,6,,,aiReadyText,252,39,7,0.8095,True,True,,public\ocr\books\class7-english\pages\page-006.json,0,1,4a2c073fa8d110c4a2f949589ddf09aafcd65cc4cad96d16d1966cd00bce3dff
class7-english-page-0007,class7-english,7,English,7,,,aiReadyText,797,140,18,0.7804,True,True,,public\ocr\books\class7-english\pages\page-007.json,0,1,3a01e6bb91cde5c7727cc6f7bf7c5d1fdbc18cd98ef3c252d19ac47bb67a7769
class7-english-page-0008,class7-english,7,English,8,,,aiReadyText,890,171,22,0.7292,True,True,,public\ocr\books\class7-english\pages\page-008.json,0,1,7084ae5a85d2fedb203d05c0dad8ee03fa4e196d9a04b9c4f40f54329e65104e
class7-english-page-0009,class7-english,7,English,9,,,aiReadyText,510,98,16,0.7255,True,True,,public\ocr\books\class7-english\pages\page-009.json,0,1,ed6b9a7716f792928846517b13cfd6af6f7b96e4adf8291aa2c7d8560c1ba13c
class7-english-page-0010,class7-english,7,English,10,,,aiReadyText,1066,202,31,0.7486,True,True,,public\ocr\books\class7-english\pages\page-010.json,0,1,14816397708ce8fd54037e229b9f998bdeae41a60929d6312e637f9ef4bfad03
class7-english-page-0011,class7-english,7,English,11,,,aiReadyText,626,116,14,0.7428,True,True,,public\ocr\books\class7-english\pages\page-011.json,0,1,19106bb75c06b3e6efca0c11b061427054d2ef5691ac224e4ef987f11954e143
class7-english-page-0012,class7-english,7,English,12,,,aiReadyText,558,105,15,0.7634,True,True,,public\ocr\books\class7-english\pages\page-012.json,0,1,22557c1adb47f0350bfaa6947d42b4a9dfe78348a5a75fae24303e573d39eb6d
class7-english-page-0013,class7-english,7,English,13,,,aiReadyText,768,146,22,0.763,True,True,,public\ocr\books\class7-english\pages\page-013.json,0,1,ba1befb1547eb0e1ab045c59ae86f0be6f442b60fab64bf41b570aed6ba32426
class7-english-page-0014,class7-english,7,English,14,,,aiReadyText,917,156,19,0.7928,True,True,,public\ocr\books\class7-english\pages\page-014.json,0,1,0d929c3e337b70f1862fbd7b056560f13f366abc324b5799ed4b04c2ef69eb7c
class7-english-page-0015,class7-english,7,English,15,,,aiReadyText,165,30,5,0.7939,True,True,,public\ocr\books\class7-english\pages\page-015.json,0,1,1c301d6abe45affd362acc7a87df7286e5f3cda060c0e234fc75335ca8bb3ed6
class7-english-page-0016,class7-english,7,English,16,,,aiReadyText,529,104,15,0.7183,True,True,,public\ocr\books\class7-english\pages\page-016.json,0,1,e2d54653c83f736b1552d3dd8ee33bfb88666b4ff6126367aef9fa14ae3137a6
class7-english-page-0017,class7-english,7,English,17,,,aiReadyText,4011,735,91,0.7457,True,True,,public\ocr\books\class7-english\pages\page-017.json,0,1,557a28fd657e390fc5ed77610c7c71600de464a79fe23b8d2727699ca5cff931
class7-english-page-0018,class7-english,7,English,18,,,aiReadyText,1410,255,30,0.7709,True,True,,public\ocr\books\class7-english\pages\page-018.json,0,1,1ceef14f2be3f2c6dbade204447a50eec31ae07e4ce93c88ab93a29a1fdd5e31
class7-english-page-0019,class7-english,7,English,19,,,aiReadyText,876,172,25,0.7557,True,True,,public\ocr\books\class7-english\pages\page-019.json,0,1,742ddf6a5df2821ed8c05c79719e235a443072ed141183ed3b7c959fcb5f5765
class7-english-page-0020,class7-english,7,English,20,,,aiReadyText,1183,215,24,0.7396,True,True,,public\ocr\books\class7-english\pages\page-020.json,0,1,b4ebd525ead725517b082319d4ce2542aea5b4eb33a47f6b6987011bc9b3cf6f
class7-english-page-0021,class7-english,7,English,21,,,aiReadyText,223,35,8,0.8027,True,True,,public\ocr\books\class7-english\pages\page-021.json,0,1,2c7310e3b4839f0d067753f5f62c61efb3d50810035e618da650a6f80852f13f
class7-english-page-0022,class7-english,7,English,22,,,aiReadyText,1489,254,27,0.7811,True,True,,public\ocr\books\class7-english\pages\page-022.json,0,1,7bf05e624df3107162ef36a6ee427019e7763e9f4c3c9d687f5f242bda4f603b
class7-english-page-0023,class7-english,7,English,23,,,aiReadyText,1025,176,25,0.7834,True,True,,public\ocr\books\class7-english\pages\page-023.json,0,1,bd19cbb3f716f149103ff96969a95c4308912272d40d5b9c4927853627ea6d4c
class7-english-page-0024,class7-english,7,English,24,,,aiReadyText,1057,198,20,0.7455,True,True,,public\ocr\books\class7-english\pages\page-024.json,0,1,a5dc00ac7f64b41a50ab26bbc8d563c7942764e8e65d85d27e853d161c8afec3
class7-english-page-0025,class7-english,7,English,25,,,aiReadyText,785,149,22,0.7732,True,True,,public\ocr\books\class7-english\pages\page-025.json,0,1,e20c586bfa0a1a1374ed42e0e35a3f770475a0a8360d23152ac3a50635eb0dba
class7-english-page-0026,class7-english,7,English,26,,,aiReadyText,1620,320,34,0.7593,True,True,,public\ocr\books\class7-english\pages\page-026.json,0,1,9ce4c1347dc359fecca86a846d1240518974bc82551204ce373223caf56233b9
class7-english-page-0027,class7-english,7,English,27,,,aiReadyText,831,151,21,0.7966,True,True,,public\ocr\books\class7-english\pages\page-027.json,0,1,81e90738192d4ea60091ecfc2dec4679ee85080cbd06c40143e010e48eb601b0
class7-english-page-0028,class7-english,7,English,28,,,aiReadyText,1199,233,27,0.764,True,True,,public\ocr\books\class7-english\pages\page-028.json,0,1,4095c13ed7ba29f7006beb8d70274300aaa2402385a4a2f0fd2de2d1fb23939e
class7-english-page-0029,class7-english,7,English,29,,,aiReadyText,615,106,17,0.7805,True,True,,public\ocr\books\class7-english\pages\page-029.json,0,1,0b551064cc1379cda5e0dfa5682fd31b71fd992e1f98e073fd732735d62c9507
class7-english-page-0030,class7-english,7,English,30,,,aiReadyText,1765,329,36,0.7688,True,True,,public\ocr\books\class7-english\pages\page-030.json,0,1,0542cc1b929cbcef7042b50188885fdbcde5cf22b44ed3de1636fc354fda550a
class7-english-page-0031,class7-english,7,English,31,,,aiReadyText,290,45,9,0.8379,True,True,,public\ocr\books\class7-english\pages\page-031.json,0,1,3b85b335a59ae55cd80be295f1fea5bfbd4a6d49bb79b47f69f710d8ced364a4
class7-english-page-0032,class7-english,7,English,32,,,aiReadyText,302,55,11,0.7616,True,True,,public\ocr\books\class7-english\pages\page-032.json,0,1,b18045c897b9452802cb9c524ef25dc4a962a162767f6e6ce066ae728b92daf3
class7-english-page-0033,class7-english,7,English,33,,,aiReadyText,1248,233,26,0.77,True,True,,public\ocr\books\class7-english\pages\page-033.json,0,1,0285c79f3a8e28405fc430f2d20aede3e6e795df439b109145afe56fc1fe083b
class7-english-page-0034,class7-english,7,English,34,,,aiReadyText,1301,223,30,0.7863,True,True,,public\ocr\books\class7-english\pages\page-034.json,0,1,fd80535699e873c10b53e734149823475fcc99467a4e7171ab0175a887673835
class7-english-page-0035,class7-english,7,English,35,,,aiReadyText,1491,265,29,0.7975,True,True,,public\ocr\books\class7-english\pages\page-035.json,0,1,09b592aedc088620ba7900afca94a9a8b47bb1d3d6a7077c8fc823f4ae05b13f
class7-english-page-0036,class7-english,7,English,36,,,aiReadyText,995,155,24,0.8101,True,True,,public\ocr\books\class7-english\pages\page-036.json,0,1,9b51ac33bd690db053e00b46ec7b07153fd4b4a56ff8add015dae796893d5003
class7-english-page-0037,class7-english,7,English,37,,,aiReadyText,1098,170,33,0.8024,True,True,,public\ocr\books\class7-english\pages\page-037.json,0,1,5b4891576f28e68e331317f382a75eee9efc44ea2f2d95a2e68a773ecf1c0db9
class7-english-page-0038,class7-english,7,English,38,,,aiReadyText,1277,201,32,0.8136,True,True,,public\ocr\books\class7-english\pages\page-038.json,0,1,bcbdad2980f8ec84c7d77238d30cd98b017bebfebb1a9ac6982ce63c5f6aa908
class7-english-page-0039,class7-english,7,English,39,,,aiReadyText,1186,215,27,0.7732,True,True,,public\ocr\books\class7-english\pages\page-039.json,0,1,d00b0883dfeb153a05f5dafcbbdfe0ca73cdde5c00836cf64d3cabf35afe1ab6
class7-english-page-0040,class7-english,7,English,40,,,aiReadyText,1169,221,27,0.7553,True,True,,public\ocr\books\class7-english\pages\page-040.json,0,1,aa4018e958af76879cce41b58ad5fc784b53a85c8ca14dfb77b91d376805660c
class7-english-page-0041,class7-english,7,English,41,,,aiReadyText,1063,192,21,0.7695,True,True,,public\ocr\books\class7-english\pages\page-041.json,0,1,0d5724e83071e95ba3a5f6fbe63495d6e2e7509e03ae7cb293e18f8e2c4676a9
class7-english-page-0042,class7-english,7,English,42,,,aiReadyText,1651,317,30,0.7511,True,True,,public\ocr\books\class7-english\pages\page-042.json,0,1,b874baa8603802230f59c2196ef924a938de50bb4c264601d930bd224123fc1d
class7-english-page-0043,class7-english,7,English,43,,,aiReadyText,1531,279,34,0.7812,True,True,,public\ocr\books\class7-english\pages\page-043.json,0,1,9a474d32ba37d1a50821b0af3d904fc1cfe16c003a63fe78b935a29fb475d883
class7-english-page-0044,class7-english,7,English,44,,,aiReadyText,793,152,14,0.7617,True,True,,public\ocr\books\class7-english\pages\page-044.json,0,1,bfe548fe8e7825f036ccec214f53e2ea87c4539c5b7cfb5c03741bec4f40dcf0
class7-english-page-0045,class7-english,7,English,45,,,aiReadyText,1198,220,28,0.7688,True,True,,public\ocr\books\class7-english\pages\page-045.json,0,1,038ce4a429917517a48f117b9976ee1a280296235cd2261d678cbd114dc10450
class7-english-page-0046,class7-english,7,English,46,,,aiReadyText,1467,287,42,0.7689,True,True,,public\ocr\books\class7-english\pages\page-046.json,0,1,3b39dedba85b05e813424ccc6bf12f66b69c4f67b442c40815fea2a85e613b3a
class7-english-page-0047,class7-english,7,English,47,,,aiReadyText,1791,334,34,0.7878,True,True,,public\ocr\books\class7-english\pages\page-047.json,0,1,40c9b089bb2050ab22fc1c0f1e04438a25549890f7f78b0602f286f57f45489a
class7-english-page-0048,class7-english,7,English,48,,,aiReadyText,472,90,9,0.7606,True,True,,public\ocr\books\class7-english\pages\page-048.json,0,1,463ff35441fdcc86227e9266fb424ac9816fda231b051cd661ab08f6f5fe3f44
class7-english-page-0049,class7-english,7,English,49,,,aiReadyText,696,129,22,0.7902,True,True,,public\ocr\books\class7-english\pages\page-049.json,0,1,651d18aa7224fc52032daea0668883d55835b6a0a9e531053dc52339d63c251f
class7-english-page-0050,class7-english,7,English,50,,,aiReadyText,1051,187,29,0.7869,True,True,,public\ocr\books\class7-english\pages\page-050.json,0,1,8e5b245e48306fe12c8fcf2e5c05e70fcf52dc10ffcac909c21f50b2551d0eea
class7-english-page-0051,class7-english,7,English,51,,,aiReadyText,1146,221,23,0.7714,True,True,,public\ocr\books\class7-english\pages\page-051.json,0,1,0eb7805b062da399040e3988f58c099d89019d89884ac01bf38255166778db67
class7-english-page-0052,class7-english,7,English,52,,,aiReadyText,1696,321,30,0.7848,True,True,,public\ocr\books\class7-english\pages\page-052.json,0,1,0b4ada3e09858a9a1e7bbcdc8fd54e4051e5d4648faafee1c2db98b82df1ad1e
class7-english-page-0053,class7-english,7,English,53,,,aiReadyText,273,43,8,0.8352,True,True,,public\ocr\books\class7-english\pages\page-053.json,0,1,0fbd55fe7560ee378697e29aa5372bc91f1b4019bbdd1e6e81e77ade3dea32c0
class7-english-page-0054,class7-english,7,English,54,,,aiReadyText,1129,194,25,0.7795,True,True,,public\ocr\books\class7-english\pages\page-054.json,0,1,f9723b94ffbdf062acacfe524a05e8d304d4d79342627641c0ee262fb7ab5b1b
class7-english-page-0055,class7-english,7,English,55,,,aiReadyText,603,105,16,0.7977,True,True,,public\ocr\books\class7-english\pages\page-055.json,0,1,e60d6ca70842ed0f5dc2039ccccb01a6c5e68e7164dfb12af93ff154269b0e38
class7-english-page-0056,class7-english,7,English,56,,,aiReadyText,1131,189,31,0.786,True,True,,public\ocr\books\class7-english\pages\page-056.json,0,1,503d7a41e25d29302df63f999c855aa3f9432ef14411a9953b2adac45e28b894
class7-english-page-0057,class7-english,7,English,57,,,aiReadyText,1653,285,27,0.784,True,True,,public\ocr\books\class7-english\pages\page-057.json,0,1,a8eb38088890f95d1d1f372ce8140cdff561ee6401970275b3f8b5a3a2e162c4
class7-english-page-0058,class7-english,7,English,58,,,aiReadyText,795,139,22,0.7736,True,True,,public\ocr\books\class7-english\pages\page-058.json,0,1,0ac0af6f2b05f30524502c918279a3243252aca90203a20ac9fb80b87b47fe75
class7-english-page-0059,class7-english,7,English,59,,,aiReadyText,1117,189,27,0.7637,True,True,,public\ocr\books\class7-english\pages\page-059.json,0,1,f15e5dabf3a6a9db38daf0a0d98420cbcaf8f88b7a305baa6f347d98b191fd7d
class7-english-page-0060,class7-english,7,English,60,,,aiReadyText,230,36,7,0.8348,True,True,,public\ocr\books\class7-english\pages\page-060.json,0,1,8724a25ef4dc1b06e656d327837191d16e4d439489dac6bf931d36a553d80773
class7-english-page-0061,class7-english,7,English,61,,,aiReadyText,987,197,24,0.7244,True,True,,public\ocr\books\class7-english\pages\page-061.json,0,1,c3808dfceb33c79ca28b4ea5cdcdf617a9cafad2111ff8023912575c344182c6
class7-english-page-0062,class7-english,7,English,62,,,aiReadyText,945,184,23,0.7651,True,True,,public\ocr\books\class7-english\pages\page-062.json,0,1,bf90eb2d40d415bd5a3bc3b86444946f55d7872e9d7e3d6d8c4fcf4e0a9972cc
class7-english-page-0063,class7-english,7,English,63,,,aiReadyText,998,172,19,0.7876,True,True,,public\ocr\books\class7-english\pages\page-063.json,0,1,2ee16074f1255496dee7cbdd15e64030509e7a5308fbcac535c0f4edcd27d7ef
class7-english-page-0064,class7-english,7,English,64,,,aiReadyText,1029,177,26,0.7736,True,True,,public\ocr\books\class7-english\pages\page-064.json,0,1,63010ba681b5f7fc3a6373d4e666d59ff2ab455acc49b91a3e0678e03ddb56c2
class7-english-page-0065,class7-english,7,English,65,,,aiReadyText,660,113,20,0.7985,True,True,,public\ocr\books\class7-english\pages\page-065.json,0,1,81d5884931da141ca26278d066732133c7efbb148ab5fbef137c5e3d748192a3
class7-english-page-0066,class7-english,7,English,66,,,aiReadyText,1168,212,24,0.78,True,True,,public\ocr\books\class7-english\pages\page-066.json,0,1,9bf876a003971a4d3d6b6c9b6d4cc1772a70befd351a1760b4cac1e889ca197f
class7-english-page-0067,class7-english,7,English,67,,,aiReadyText,1193,213,33,0.7938,True,True,,public\ocr\books\class7-english\pages\page-067.json,0,1,686e3f6b9af0481e1039344f6545a82b2289318d0f5beeaba47fef23ebb2bb13
class7-english-page-0068,class7-english,7,English,68,,,aiReadyText,1446,255,30,0.7863,True,True,,public\ocr\books\class7-english\pages\page-068.json,0,1,06822ba23817f4c5c2583fb91d55edd03caeb0a43e77a5a157f88163a540bad2
class7-english-page-0069,class7-english,7,English,69,,,aiReadyText,1121,197,28,0.7913,True,True,,public\ocr\books\class7-english\pages\page-069.json,0,1,277f7deb93c8eb1512e2165528f1248cf6d1036ba2cf1a9c8224052cf5f08760
class7-english-page-0070,class7-english,7,English,70,,,aiReadyText,863,153,19,0.781,True,True,,public\ocr\books\class7-english\pages\page-070.json,0,1,9790b25278ad2fe17117d018c6d249183f087fd2510d95a995aed354633558aa
class7-english-page-0071,class7-english,7,English,71,,,aiReadyText,928,177,19,0.7716,True,True,,public\ocr\books\class7-english\pages\page-071.json,0,1,184d44ce9651e0a7afa74910dd3d5e89219dc95a38bdbf992ffbc58142043839
class7-english-page-0072,class7-english,7,English,72,,,aiReadyText,1084,205,27,0.7703,True,True,,public\ocr\books\class7-english\pages\page-072.json,0,1,b1213847871dfbb53970f179af63e538057e39b70a6f45793463b430052e7d77
class7-english-page-0073,class7-english,7,English,73,,,aiReadyText,1299,241,26,0.7837,True,True,,public\ocr\books\class7-english\pages\page-073.json,0,1,780d82c2a84669bc33db6f449325c02bcac26cf5e27e0750862c457f10be38c2
class7-english-page-0074,class7-english,7,English,74,,,aiReadyText,528,91,13,0.7727,True,True,,public\ocr\books\class7-english\pages\page-074.json,0,1,fcf655def8502cbcef1d3059f359cc44edb0cbfa291f50a76dc77323d2eea34e
class7-english-page-0075,class7-english,7,English,75,,,aiReadyText,1470,282,25,0.7782,True,True,,public\ocr\books\class7-english\pages\page-075.json,0,1,f2fad523bc4284ce54f9109c73c63f7246d2f1e6f62ee7e528a7f8489abbcb7e
class7-english-page-0076,class7-english,7,English,76,,,aiReadyText,731,148,14,0.7456,True,True,,public\ocr\books\class7-english\pages\page-076.json,0,1,01d482d9afb5bc95aa82f57b8a0642dd8eaab64bbc85127ae8b9e5eee5be8a80
class7-english-page-0077,class7-english,7,English,77,,,aiReadyText,373,57,9,0.8365,True,True,,public\ocr\books\class7-english\pages\page-077.json,0,1,4498a0b951011489aa8b2541e9a9765da8ee63c2f039703a8661f817bb34e87c
class7-english-page-0078,class7-english,7,English,78,,,aiReadyText,734,132,13,0.7575,True,True,,public\ocr\books\class7-english\pages\page-078.json,0,1,ec8f2708a7e7b91f8523c84c93e3e31c9aa385d41b335c032cbc76863b3b26f1
class7-english-page-0079,class7-english,7,English,79,,,aiReadyText,974,187,21,0.7752,True,True,,public\ocr\books\class7-english\pages\page-079.json,0,1,38ccd3d6682253509f481ef9158b7834653b39450bfb01e1dd17cea95152686b
class7-english-page-0080,class7-english,7,English,80,,,aiReadyText,671,127,19,0.7243,True,True,,public\ocr\books\class7-english\pages\page-080.json,0,1,b89c16ffd72b0b0e3b927002bfa8bba3a070021d49cd4abd3336f42a8c18ffc1
class7-english-page-0081,class7-english,7,English,81,,,aiReadyText,1286,227,24,0.7799,True,True,,public\ocr\books\class7-english\pages\page-081.json,0,1,5dc98e08bf4b1624e2e230d67f611dd6ad8dbc7c154bca4d32347c1e8633f6d5
class7-english-page-0082,class7-english,7,English,82,,,aiReadyText,1136,214,30,0.7324,True,True,,public\ocr\books\class7-english\pages\page-082.json,0,1,7dcad81ef18a96ea1d23e45a7b5a9fcbaca326b3c295de13ec5d09ecad958a53
class7-english-page-0083,class7-english,7,English,83,,,aiReadyText,785,150,16,0.7682,True,True,,public\ocr\books\class7-english\pages\page-083.json,0,1,7cada9174ea9812a42aa99f546198dbb56fb68562ee6813a5819b0fe2d10a9d0
class7-english-page-0084,class7-english,7,English,84,,,aiReadyText,930,167,20,0.7731,True,True,,public\ocr\books\class7-english\pages\page-084.json,0,1,34caa699ae9bc0f4e4ec9e1791338cbcb1a8b2e8b7e4d9209ce5944a7d4e8eb3
class7-english-page-0085,class7-english,7,English,85,,,aiReadyText,828,124,13,0.7911,True,True,,public\ocr\books\class7-english\pages\page-085.json,0,1,8173a3baf62b0d5f18d845961ca62cf15501d0dc4a07e783a6dd183f097094fe
class7-english-page-0086,class7-english,7,English,86,,,aiReadyText,1618,288,28,0.7299,True,True,,public\ocr\books\class7-english\pages\page-086.json,0,1,730cabb0680f179da3e91af475ae3a8da432a84c21b8954a81f47498afcea443
class7-english-page-0087,class7-english,7,English,87,,,aiReadyText,1154,194,20,0.7504,True,True,,public\ocr\books\class7-english\pages\page-087.json,0,1,45e258012c8fcaab3a5dc4c6eefdc707252521d73061118769e36c2d4a42dd6c
class7-english-page-0088,class7-english,7,English,88,,,aiReadyText,1761,305,28,0.8041,True,True,,public\ocr\books\class7-english\pages\page-088.json,0,1,80d06d281f3079708679c471ab3d07cc3c6c64d6614f0054874e2ba14dc1f7ef
class7-english-page-0089,class7-english,7,English,89,,,aiReadyText,900,159,23,0.7944,True,True,,public\ocr\books\class7-english\pages\page-089.json,0,1,4c974de1f204b990fc6ea1d98a04a050920c08552a2da9af17d98ed176ddfea2
class7-english-page-0090,class7-english,7,English,90,,,aiReadyText,1509,262,30,0.7362,True,True,,public\ocr\books\class7-english\pages\page-090.json,0,1,a3377d15624b904487d918eaa88d9ec9be75cb7ab82e0582266810682c3f9510
class7-english-page-0091,class7-english,7,English,91,,,aiReadyText,255,41,7,0.8353,True,True,,public\ocr\books\class7-english\pages\page-091.json,0,1,801b0a710c16db9d7524805f7868a9056dd0765fdb6d573306df78aa27085cc8
class7-english-page-0092,class7-english,7,English,92,,,aiReadyText,1639,311,32,0.7572,True,True,,public\ocr\books\class7-english\pages\page-092.json,0,1,54ab1f0df353e64b19055e35a4f8eef864accc34b53e91d27986d19a3cbea200
class7-english-page-0093,class7-english,7,English,93,,,aiReadyText,1469,278,32,0.7706,True,True,,public\ocr\books\class7-english\pages\page-093.json,0,1,2883b36706c3b53d57480ce517bd16c64af411830c79e541e237af4d9633143e
class7-english-page-0094,class7-english,7,English,94,,,aiReadyText,1397,235,27,0.7953,True,True,,public\ocr\books\class7-english\pages\page-094.json,0,1,cb2b797e47e7a68015a9c1a37c8a2a6637b0c9d53e991103675d8b507946a4e7
class7-english-page-0095,class7-english,7,English,95,,,aiReadyText,413,81,11,0.7627,True,True,,public\ocr\books\class7-english\pages\page-095.json,0,1,2f183b53b00f02d0654a8fa9af211f93d05aa5c00f115db143c0e2f85ba38134
class7-english-page-0096,class7-english,7,English,96,,,aiReadyText,1901,336,36,0.7901,True,True,,public\ocr\books\class7-english\pages\page-096.json,0,1,999b721500ef2a78e202ae3cecbc9d49b2cfa5d1a07c1ed8a4c85932e53eae98
class7-english-page-0097,class7-english,7,English,97,,,aiReadyText,1056,190,22,0.7831,True,True,,public\ocr\books\class7-english\pages\page-097.json,0,1,fb43a18339f61a9afa7ffa3032a9be64c48551c75617c234fbbf518a2c4eb784
class7-english-page-0098,class7-english,7,English,98,,,aiReadyText,1897,349,32,0.7791,True,True,,public\ocr\books\class7-english\pages\page-098.json,0,1,60e5e5625614726f5631be3d6fefcb6cc299b132cc3ce0cd2a0b89b07894240d
class7-english-page-0099,class7-english,7,English,99,,,aiReadyText,1891,357,33,0.779,True,True,,public\ocr\books\class7-english\pages\page-099.json,0,1,f387a1f2a6fbfe87ddfdb51d3babf3be37be5c96c0421bb7e1b0a200572eccfe
class7-english-page-0100,class7-english,7,English,100,,,aiReadyText,903,154,23,0.7829,True,True,,public\ocr\books\class7-english\pages\page-100.json,0,1,5752547b9d03e7a31794c17b11b29d5eaf95cc2517ad556f122e943c63337736
class7-english-page-0101,class7-english,7,English,101,,,aiReadyText,373,73,10,0.7668,True,True,,public\ocr\books\class7-english\pages\page-101.json,0,1,b45a8601f3d8363d54f3ae9ab4885acc694a41a4ea5808bd13dbe5bfff2f1627
class7-english-page-0102,class7-english,7,English,102,,,aiReadyText,169,28,4,0.7988,True,True,,public\ocr\books\class7-english\pages\page-102.json,0,1,a5ad447f44481043c6d44b15a148da9950a1f97ef341de954f8c2c1ffd5704a1
class7-english-page-0103,class7-english,7,English,103,,,aiReadyText,256,42,8,0.8281,True,True,,public\ocr\books\class7-english\pages\page-103.json,0,1,42b62b97a3ca2f911a65d21852d5d7cf0a0e370c11a82ade1ecf1c0605aa0ba3
class7-english-page-0104,class7-english,7,English,104,,,aiReadyText,1493,272,29,0.7609,True,True,,public\ocr\books\class7-english\pages\page-104.json,0,1,76fb2975e201b59e7c56398314f14dac53c554df0b67d041f11ab23225fb89f1
class7-english-page-0105,class7-english,7,English,105,,,aiReadyText,830,153,18,0.7843,True,True,,public\ocr\books\class7-english\pages\page-105.json,0,1,34ab9c72c9963b5e596dd8918b0a5fea535c849ca897c51dc910a85db371ddc1
class7-english-page-0106,class7-english,7,English,106,,,aiReadyText,379,66,11,0.7968,True,True,,public\ocr\books\class7-english\pages\page-106.json,0,1,61af984c6bbddd6a6f2fe1ee5869f2278951fcd7eb4098e39977252298820728
class7-english-page-0107,class7-english,7,English,107,,,aiReadyText,1415,228,28,0.8071,True,True,,public\ocr\books\class7-english\pages\page-107.json,0,1,369bc3946c2fe0b569ca52275e542ee635793062da6b15920fe196cb098a701e
class7-english-page-0108,class7-english,7,English,108,,,aiReadyText,701,117,23,0.7775,True,True,,public\ocr\books\class7-english\pages\page-108.json,0,1,c677a2a3cea34e2a48c06b25d61a50ad7c69b6cd14109a2c7344a3e2f223f165
